station_name,street_address,city,state,zip,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_network,ev_connector_types,access_code,access_detail_code,facility_type
Target - Tesla Supercharger,298 W. McKinley Ave.,Sunnyvale,CA,94086,,,10,Tesla,TESLA,public,Unknown,
The Promenade in Temecula - Tesla Supercharger,40820 Winchester Rd.,Temecula,CA,92591,,,10,Tesla,TESLA,public,Unknown,
The Rock - Tesla Supercharger,11209 Brockway Road,Truckee,CA,96161,,,8,Tesla,TESLA,public,Unknown,
Gateway at Donner Pass - Tesla Supercharger,11290 Donner Pass Rd,Truckee,CA,96161,,,11,Tesla,TESLA,public,Unknown,
Tortoise Rock Casino - Tesla Supercharger,73829 Baseline Road,Twentynine Palms,CA,92277,,,8,Tesla,TESLA,public,Unknown,
City of Ukiah Municipal Parking Lot E - Tesla Supercharger,250 W Clay St.,Ukiah,CA,95482,,,8,Tesla,TESLA,public,Unknown,
Vacaville Premium Outlets - Tesla Supercharger,321 Nut Tree Road,Vacaville,CA,95687,,,16,Tesla,TESLA,public,Unknown,
Bridgeport Marketplace - Tesla Supercharger,24061 Newhall Ranch Road,Valencia,CA,91355,,,32,Tesla,TESLA,public,Unknown,
EddieWorld - Tesla Supercharger,36017 Calico Road,Yermo,CA,92398,,,22,Tesla,TESLA,public,Unknown,
Inn at Aspen - Tesla Supercharger,38750 Highway 82,Aspen,CO,81611,,,8,Tesla,TESLA,public,Unknown,
Twenty Ninth Street - Tesla Supercharger,1710 29th Street,Boulder,CO,80301,,,10,Tesla,TESLA,public,Unknown,
Cascade Parking Garage - Tesla Supercharger,215 North Cascade Avenue,Colorado Springs,CO,80903,,,8,Tesla,TESLA,public,Unknown,
Hampton Inn & Suites - Tesla Supercharger,4310 Airport Way,Denver,CO,80239,,,10,Tesla,TESLA,public,Unknown,
The Stanley Hotel - Tesla Supercharger,333 Wonderview Avenue,Estes Park,CO,80517,,,7,Tesla,TESLA,public,Unknown,
Residence Inn Glenwood Springs - Tesla Supercharger,125 Wulfsohn Road,Glenwood Springs,CO,81601,,,6,Tesla,TESLA,public,Unknown,
Arby's - Tesla Supercharger,2221 6th St.,Limon,CO,80828,,,14,Tesla,TESLA,public,Unknown,
Park Meadows - Tesla Supercharger,8401 Park Meadows Center Drive,Lone Tree,CO,80124,,,10,Tesla,TESLA,public,Unknown,SHOPPING_MALL
"Embassy Suites by Hilton Loveland Hotel, Spa & Conference Center - Tesla Supercharger",4705 Clydesdale Parkway,Loveland,CO,80538,,,10,Tesla,TESLA,public,Unknown,
Outlets At Silverthorne - Tesla Supercharger,246-V Rainbow Dr,Silverthorne,CO,80498,,,12,Tesla,TESLA,public,Unknown,
Trinidad Fuel Stop - Tesla Supercharger,9960 Santa Fe Trail,Trinidad,CO,81082,,,9,Tesla,TESLA,public,Unknown,
Danbury Fair Mall - Tesla Supercharger,7 Backus Ave,Danbury,CT,6810,,,10,Tesla,TESLA,public,Unknown,
Connecticut Welcome Center - Tesla Supercharger,1 E Trail,Darien,CT,6820,,,10,Tesla,TESLA,public,Unknown,
Connecticut Welcome Center - Tesla Supercharger,1 West Ave.,Darien,CT,6820,,,12,Tesla,TESLA,public,Unknown,
Greenwich Southbound Travel Plaza - Tesla Supercharger,2000 Merritt Parkway,Greenwich,CT,6830,,,4,Tesla,TESLA,public,Unknown,
Greenwich Northbound Travel Plaza - Tesla Supercharger,3000 Merritt Parkway,Greenwich,CT,6830,,,4,Tesla,TESLA,public,Unknown,
777 Main Street - Tesla Supercharger,777 Main Street,Hartford,CT,6824,,,6,Tesla,TESLA,public,Unknown,
The Plaza at Buckland Hills - Tesla Supercharger,1470 Pleasant Valley Road,Manchester,CT,6042,,,16,Tesla,TESLA,public,Unknown,
Connecticut Post Mall - Tesla Supercharger,1201 Boston Post Road,Milford,CT,6460,,,14,Tesla,TESLA,public,Unknown,
Corbins Corner Shopping Center - Tesla Supercharger,1445 New Britain Ave.,West Hartford,CT,6110,,,8,Tesla,TESLA,public,Unknown,
Wawa - Tesla Supercharger,17663 Dartmouth Drive,Lewes,DE,19958,,,8,Tesla,TESLA,public,Unknown,
"Newark, DE - Tesla Supercharger",530 John F Kennedy Memorial Hwy,Newark,DE,19702,,,12,Tesla,TESLA,public,Unknown,
Renaissance Centre - Tesla Supercharger,355 East Altamonte Drive,Altamonte Springs,FL,32701,,,8,Tesla,TESLA,public,Unknown,
Aventura Mall - Tesla Supercharger,19501 Biscayne Boulevard,Aventura,FL,33180,,,35,Tesla,TESLA,public,Unknown,
Regency Square - Tesla Supercharger,2400 W Brandon Blvd,Brandon,FL,33511,,,8,Tesla,TESLA,public,Unknown,
Delray Marketplace - Tesla Supercharger,14851 Lyons Road,Delray Beach,FL,33446,,,18,Tesla,TESLA,public,Unknown,
Sonny's BBQ - Tesla Supercharger,33505 South Dixie Hwy,Florida City,FL,33034,,,8,Tesla,TESLA,public,Unknown,
Colonial Square - Tesla Supercharger,9355 Six Mile Cypress Parkway,Fort Myers,FL,33966,,,14,Tesla,TESLA,public,Unknown,
Florida Keys Marathon Airport - Tesla Supercharger,9400 Overseas Hwy,Marathon,FL,33050,,,4,Tesla,TESLA,public,Unknown,
Museum Garage - Tesla Supercharger,90 NE 41st Street,Miami,FL,33137,,,14,Tesla,TESLA,public,Unknown,
Bayfront - Tesla Supercharger,499 Bayfront Place,Naples,FL,34102,,,8,Tesla,TESLA,public,Unknown,
Market Street at Heath Brook - Tesla Supercharger,4414 SW College Road,Ocala,FL,34474,,,8,Tesla,TESLA,public,Unknown,
Wawa - Tesla Supercharger,6500 West Sand Lake Road,Orlando,FL,32819,,,8,Tesla,TESLA,public,Unknown,
Wawa - Tesla Supercharger,3101 Gandy Blvd.,Pinellas Park,FL,33782,,,8,Tesla,TESLA,public,Unknown,
The Fountains - Tesla Supercharger,801 S. University Drive,Plantation,FL,33324,,,16,Tesla,TESLA,public,Unknown,
The Pavilion - Tesla Supercharger,5302 South Williamson Blvd,Port Orange,FL,32128,,,6,Tesla,TESLA,public,Unknown,
Town Center at St. Lucie West - Tesla Supercharger,1701 NW Peacock Blvd,Port St. Lucie,FL,34986,,,16,Tesla,TESLA,public,Unknown,
University Station - Tesla Supercharger,5903 Honore Ave,Sarasota,FL,34238,,,20,Tesla,TESLA,public,Unknown,PARKING_LOT
St. Augustine Premium Outlets - Tesla Supercharger,2700 Florida 16,St. Augustine,FL,32092,,,6,Tesla,TESLA,public,Unknown,
Village Commons Shopping Center - Tesla Supercharger,3528 Thomasville Rd,Tallahassee,FL,32309,,,6,Tesla,TESLA,public,Unknown,
Wawa - Tesla Supercharger,2502 North 50th Street,Tampa,FL,33619,,,8,Tesla,TESLA,public,Unknown,
Turkey Lake Service Plaza - Tesla Supercharger,Mile Marker 263 Florida Turnpike,Turkey Lake,FL,32835,,,6,Tesla,TESLA,public,Unknown,
Hammock Landing - Tesla Supercharger,206 Palm Bay Road,West Melbourne,FL,32904,,,8,Tesla,TESLA,public,Unknown,
Epps Bridge Centre - Tesla Supercharger,1791 Oconee Connector,Athens,GA,30606,,,10,Tesla,TESLA,public,Unknown,
Atlantic Station - Tesla Supercharger,1380 Atlantic Drive NW,Atlanta,GA,30363,,,30,Tesla,TESLA,public,Unknown,
Sheraton Augusta Hotel - Tesla Supercharger,1069 Stevens Creek Road,Augusta,GA,30907,,,8,Tesla,TESLA,public,Unknown,
Kingsland Welcome Center - Tesla Supercharger,1190 East Boone Avenue,Kingsland,GA,31548,,,8,Tesla,TESLA,public,Unknown,
Savannah/Hilton Head International Airport - Tesla Supercharger,400 Airways Avenue,Savannah,GA,31408,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,1914 8th Street,Coralville,IA,52241,,,8,Tesla,TESLA,public,Unknown,
Metro Crossing Shopping Center - Tesla Supercharger,3815 Metro Drive,Council Bluffs,IA,51501,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,4064 E 53rd St,Davenport,IA,52807,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,1725 Jordan Creek Parkway,West Des Moines,IA,50266,,,8,Tesla,TESLA,public,Unknown,
Dows Junction - Tesla Supercharger,904 Cardinal Lane,Dows,IA,50071,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,400 South Locust Street,Dubuque,IA,52003,,,8,Tesla,TESLA,public,Unknown,
Oxford Suites Boise - Tesla Supercharger,1426 South Entertainment Ave.,Boise,ID,83709,,,8,Tesla,TESLA,public,Unknown,
Neider Retail - Tesla Supercharger,3458 N Fruitland Lane,Coeur d'Alene,ID,83815,,,14,Tesla,TESLA,public,Unknown,
Snake River Landing - Tesla Supercharger,940 Pier View Drive,Idaho Falls,ID,83402,,,8,Tesla,TESLA,public,Unknown,
Grand Idaho Inn & Suites - Tesla Supercharger,1399 Bench Road,Pocatello,ID,83201,,,8,Tesla,TESLA,public,Unknown,
Twin Falls Visitor Center - Tesla Supercharger,2015 Neilsen Point Place,Twin Falls,ID,83301,,,8,Tesla,TESLA,public,Unknown,
Woodman's Markets - Tesla Supercharger,151 Hansen Blvd,North Aurora,IL,60542,,,16,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,755 E. Boughton Road,Bolingbrook,IL,60440,,,16,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,2401 North Prospect Avenue,Champaign,IL,61822,,,8,Tesla,TESLA,public,Unknown,
CherryVale Mall - Tesla Supercharger,7200 Harrison Ave,Cherry Valley,IL,61112,,,8,Tesla,TESLA,public,Unknown,
The Maxwell - Tesla Supercharger,1100 South Canal Street,Chicago,IL,60607,,,14,Tesla,TESLA,public,Unknown,
The Aqua at Lakeshore East - Tesla Supercharger,225 North Columbus Drive,Chicago,IL,60601,,,10,Tesla,TESLA,public,Unknown,
3030 North Broadway - Tesla Supercharger,3030 North Broadway,Chicago,IL,60657,,,8,Tesla,TESLA,public,Unknown,
Country Club Plaza - Tesla Supercharger,4201 167th St.,Country Club Hills,IL,60478,,,8,Tesla,TESLA,public,Unknown,
Jack Flash - Effingham - Tesla Supercharger,1200 N. Keller Drive,Effingham,IL,62401,,,6,Tesla,TESLA,public,Unknown,
Abt Electronics - Tesla Supercharger,1200 Milwaukee Avenue,Glenview,IL,60025,,,10,Tesla,TESLA,public,Unknown,
Holiday Inn Mt. Vernon - Tesla Supercharger,222 Potomac Blvd.,Mt. Vernon,IL,62864,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,1651 Midtown Road,Peru,IL,61354,,,20,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,1301 Meijer Drive,Rolling Meadows,IL,60008,,,22,Tesla,TESLA,public,Unknown,
Village Crossing - Tesla Supercharger,5507 Touhy Avenue,Skokie,IL,60077,,,20,Tesla,TESLA,public,Unknown,
Legacy Pointe - Tesla Supercharger,3801 S. MacArthur Blvd.,Springfield,IL,62711,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,1424 W Carmel Dr,Carmel,IN,46032,,,10,Tesla,TESLA,public,Unknown,
"Ramada Angola, 6 Autumns Food & Spirits - Tesla Supercharger",3855 Indiana 127,Angola,IN,46703,,,6,Tesla,TESLA,public,Unknown,
Switch Parking Garage - Tesla Supercharger,9 Municipal Drive,Fishers,IN,46038,,,10,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,6309 Lima Road,Fort Wayne,IN,46818,,,10,Tesla,TESLA,public,Unknown,
La Quinta South Indianapolis - Tesla Supercharger,5120 Victory Drive,Indianapolis,IN,46203,,,8,Tesla,TESLA,public,Unknown,
Lafayette - Tesla Supercharger,4901 State Rd. 26E,Lafayette,IN,47905,,,24,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,611 West Lincoln Highway,Merrillville,IN,46410,,,10,Tesla,TESLA,public,Unknown,
University Park Mall - Tesla Supercharger,6501 Grape Rd,Mishawaka,IN,46545,,,6,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,5600 E. New Margaret Dr.,Terre Haute,IN,47803,,,8,Tesla,TESLA,public,Unknown,
Oasis Travel Plaza - Tesla Supercharger,700 E Horton Ave.,Colby,KS,67701,,,10,Tesla,TESLA,public,Unknown,
Holiday Inn Express - Tesla Supercharger,2631 Enterprise Rd,Goodland,KS,67735,,,6,Tesla,TESLA,public,Unknown,
Applebee's - Tesla Supercharger,4101 Vine St,Hays,KS,67601,,,6,Tesla,TESLA,public,Unknown,
Holiday Inn Express - Tesla Supercharger,755 W. Diamond Dr.,Salina,KS,67401,,,6,Tesla,TESLA,public,Unknown,
Arby's - Tesla Supercharger,5930 SW Huntoon St,Topeka,KS,66604,,,8,Tesla,TESLA,public,Unknown,
Applebee's - Tesla Supercharger,4760 S. Broadway Street,Wichita,KS,67216,,,6,Tesla,TESLA,public,Unknown,
The Hampton Inn Hotel - Tesla Supercharger,62 Days Inn Dr.,Kuttawa,KY,42055,,,8,Tesla,TESLA,public,Unknown,
Meijer Store #161 - Tesla Supercharger,2155 Paul Jones Way,Lexington,KY,40509,,,20,Tesla,TESLA,public,Unknown,
Tourist Information Center - Tesla Supercharger,140 Faith Assembly Church Road,London,KY,40741,,,14,Tesla,TESLA,public,Unknown,
Sullivan University - Tesla Supercharger,2120 Gardiner Ln,Louisville,KY,40205,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Alexandria Downtown - Tesla Supercharger,701 4th Street,Alexandria,LA,71301,,,8,Tesla,TESLA,public,Unknown,
Acadian Village Shopping Center - Tesla Supercharger,3535 Perkins Road,Baton Rouge,LA,70808,,,6,Tesla,TESLA,public,Unknown,
Prien Lake Shopping Center - Tesla Supercharger,1772 W Prien Lake Road,Lake Charles,LA,70601,,,6,Tesla,TESLA,public,Unknown,
TownePlace Suites Monroe - Tesla Supercharger,4919 Pecanland Mall Drive,Monroe,LA,71203,,,8,Tesla,TESLA,public,Unknown,
Mall St. Vincent - Tesla Supercharger,1133 St. Vincent Ave.,Shreveport,LA,71104,,,8,Tesla,TESLA,public,Unknown,
Fremaux Town Center - Tesla Supercharger,1303 Town Center Pkwy,Slidell,LA,70458,,,8,Tesla,TESLA,public,Unknown,
Auburn Mall - Tesla Supercharger,385 Southbridge St.,Auburn,MA,1501,,,8,Tesla,TESLA,public,Unknown,
South Bay Town Center - Tesla Supercharger,101 Allstate Road,Boston,MA,2125,,,10,Tesla,TESLA,public,Unknown,
The Prudential Center - Tesla Supercharger,800 Boylston Street,Boston,MA,2199,,,8,Tesla,TESLA,public,Unknown,
"Cambridge, MA - Tesla Supercharger",100 Cambridgeside Place,Cambridge,MA,2141,,,8,Tesla,TESLA,public,Unknown,
Tesla Service Center Dedham - Tesla Supercharger,840 Providence Highway,Dedham,MA,2026,,,8,Tesla,TESLA,public,Unknown,
Shopper's World - Tesla Supercharger,1 Worcester Rd,Framingham,MA,1701,,,12,Tesla,TESLA,public,Unknown,
Pride Store - Tesla Supercharger,25 Russell Street,Hadley,MA,1035,,,12,Tesla,TESLA,public,Unknown,
Big Y Supermarket - Tesla Supercharger,10 Pleasant St.,Lee,MA,1238,,,8,Tesla,TESLA,public,Unknown,
The Mall at Whitney Field - Tesla Supercharger,100 Commercial Road,Leominster,MA,1453,,,8,Tesla,TESLA,public,Unknown,
Mansfield Crossing - Tesla Supercharger,280 School Street,Mansfield,MA,2048,,,8,Tesla,TESLA,public,Unknown,
Dunkin' Donuts - Tesla Supercharger,22 Meetinghouse Lane,Sagamore Beach,MA,2562,,,8,Tesla,TESLA,public,Unknown,
Riverdale Shops - Tesla Supercharger,935 Riverdale Street,West Springfield,MA,1089,,,8,Tesla,TESLA,public,Unknown,
Maryland House Travel Plaza - Tesla Supercharger,I-95,Aberdeen,MD,21001,,,8,Tesla,TESLA,public,Unknown,
Rio Washingtonian Center - Tesla Supercharger,9811 Washingtonian Blvd.,Gaithersburg,MD,20878,,,12,Tesla,TESLA,public,Unknown,
Royal Farms - Tesla Supercharger,108 Jackson Creek Road,Grasonville,MD,21638,,,12,Tesla,TESLA,public,Unknown,
Hagerstown Premium Outlets - Tesla Supercharger,495 Premium Outlets Blvd,Hagerstown,MD,21740,,,6,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,11601 Winchester Road,La Vale,MD,21502,,,8,Tesla,TESLA,public,Unknown,
Towne Center at Laurel - Tesla Supercharger,14700 Baltimore Ave,Laurel,MD,20707,,,8,Tesla,TESLA,public,Unknown,
Chesapeake House Travel Plaza - Tesla Supercharger,John F Kennedy Memorial Hwy,North East,MD,21901,,,10,Tesla,TESLA,public,Unknown,
The Centre at Salisbury - Tesla Supercharger,2300 North Salisbury Blvd.,Salisbury,MD,21801,,,6,Tesla,TESLA,public,Unknown,
Marketplace at Augusta - Tesla Supercharger,197 Civic Center Drive,Augusta,ME,4330,,,8,Tesla,TESLA,public,Unknown,SHOPPING_MALL
Ruby Tuesday - Tesla Supercharger,5 Walton Dr,Brewer,ME,4412,,,8,Tesla,TESLA,public,Unknown,
L.L.Bean Flagship Store - Tesla Supercharger,95 Main Street,Freeport,ME,4032,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,3145 Ann Arbor-Saline Road,Ann Arbor,MI,48103,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,800 Brown Road,Auburn Hills,MI,48326,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,2980 E Wilder Rd,Bay City,MI,48706,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,15400 Waldron Way,Big Rapids,MI,49307,,,10,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,8605 E. 34 Road,Cadillac,MI,49601,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,250 Meijer Drive,Gaylord,MI,49735,,,10,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,5531 28th Street SE,Grand Rapids,MI,49512,,,8,Tesla,TESLA,public,Unknown,
The Heights at Eastwood - Tesla Supercharger,2025 Showtime Drive,Lansing,MI,48912,,,10,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,13070 Middlebelt Rd,Livonia,MI,48150,,,10,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,5300 Harvey Street,Muskegon,MI,49444,,,10,Tesla,TESLA,public,Unknown,
The Blue Water Convention Center - Tesla Supercharger,500 Thomas Edison Parkway,Port Huron,MI,48060,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,30800 Little Mack Avenue,Roseville,MI,48066,,,8,Tesla,TESLA,public,Unknown,
"St. Joseph, MI - Tesla Supercharger",3260 Niles Rd,St. Joseph,MI,49085,,,8,Tesla,TESLA,public,Unknown,
The Arrowwood Lodge at Brainerd Lake - Tesla Supercharger,6967 Lake Forest Road,Baxter,MN,56401,,,8,Tesla,TESLA,public,Unknown,
The Holiday Inn - Tesla Supercharger,200 West 1st Street,Duluth,MN,55802,,,4,Tesla,TESLA,public,Unknown,
Tobies Restaurant - Tesla Supercharger,404 Fire Monument Road,Hinckley,MN,55037,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,7180 10th St N,Oakdale,MN,55128,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,500 Crossroads Dr,Rochester,MN,55902,,,8,Tesla,TESLA,public,Unknown,
Ground Round Grill & Bar - Tesla Supercharger,1290 Ryans Road,Worthington,MN,56187,,,6,Tesla,TESLA,public,Unknown,
The Holiday Inn - Columbia East - Tesla Supercharger,915 Port Way,Columbia,MO,65201,,,8,Tesla,TESLA,public,Unknown,
Stoney Creek Hotel & Conference Center - Tesla Supercharger,18011 E Bass Pro Drive,Independence,MO,64055,,,6,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,8301 North Saint Clair Avenue,Kansas City,MO,64151,,,8,Tesla,TESLA,public,Unknown,
El Bracero - Tesla Supercharger,2612 E Malone Ave.,Miner,MO,63801,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,929 Hwy D,Osage Beach,MO,65065,,,8,Tesla,TESLA,public,Unknown,
Bandana's Bar-B-Q - Tesla Supercharger,1705 Martin Springs Drive,Rolla,MO,65401,,,8,Tesla,TESLA,public,Unknown,
Macadoodles Fine Wine & Spirits - Tesla Supercharger,3050 N. Kentwood Ave.,Springfield,MO,65803,,,8,Tesla,TESLA,public,Unknown,
Bogey Hills Plaza - Tesla Supercharger,2021 Zumbehl Road,St. Charles,MO,63303,,,5,Tesla,TESLA,public,Unknown,
Sayle C-Store - Tesla Supercharger,"2030 Sunset Dr,",Grenada,MS,38901,,,8,Tesla,TESLA,public,Unknown,
Bonita Lakes Mall - Tesla Supercharger,1210 Bonita Lakes Drive,Meridian,MS,39301,,,8,Tesla,TESLA,public,Unknown,
Outlets of Mississippi - Tesla Supercharger,200 Bass Pro Drive,Pearl,MS,39208,,,8,Tesla,TESLA,public,Unknown,
The Mall at Barnes Crossing - Tesla Supercharger,1001 Barnes Crossing Rd,Tupelo,MS,38804,,,8,Tesla,TESLA,public,Unknown,
The Fort - Tesla Supercharger,228 Big Timber Loop Road,Big Timber,MT,59011,,,4,Tesla,TESLA,public,Unknown,
Billings Big Horn Resort - Tesla Supercharger,1801 Majestic Ln,Billings,MT,59102,,,4,Tesla,TESLA,public,Unknown,
Hilton Garden Inn Bozeman - Tesla Supercharger,2023 Commerce Way,Bozeman,MT,59715,,,4,Tesla,TESLA,public,Unknown,
Best Western Plus Butte Plaza Inn - Tesla Supercharger,2900 Harrison Ave.,Butte,MT,59701,,,6,Tesla,TESLA,public,Unknown,
S&S Foods - Tesla Supercharger,205 4th Ave. East,Superior,MT,59872,,,4,Tesla,TESLA,public,Unknown,
Jan's Cafe - Tesla Supercharger,108 Bailey Street,Lima,MT,59739,,,8,Tesla,TESLA,public,Unknown,
Best Western Plus Grant Creek Inn - Tesla Supercharger,5280 Grant Creek Rd.,Missoula,MT,59808,,,6,Tesla,TESLA,public,Unknown,
Grizzly & Wolf Discovery Center - Tesla Supercharger,201 S Canyon St.,West Yellowstone,MT,59758,,,8,Tesla,TESLA,public,Unknown,
Asheville Outlets - Tesla Supercharger,800 Brevard Road,Asheville,NC,28806,,,12,Tesla,TESLA,public,Unknown,
Alamance Crossing - Tesla Supercharger,1080 Piper Ln,Burlington,NC,27215,,,8,Tesla,TESLA,public,Unknown,
Cochran Commons - Tesla Supercharger,2720 W Mallard Creek Church Rd,Charlotte,NC,28262,,,8,Tesla,TESLA,public,Unknown,
DoubleTree by Hilton Hotel - Tesla Supercharger,1965 Cedar Creek Road,Fayetteville,NC,28312,,,16,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,5421 Hornaday Road,Greensboro,NC,27407,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,2191 13th Avenue Drive SE,Hickory,NC,28602,,,8,Tesla,TESLA,public,Unknown,
Texas Steakhouse and Saloon - Lumberton - Tesla Supercharger,5093 Fayetteville Rd.,Lumberton,NC,28358,,,8,Tesla,TESLA,public,Unknown,
North Hills - Tesla Supercharger,Lassiter at North Hills Ave,Raleigh,NC,27609,,,24,Tesla,TESLA,public,Unknown,
DoubleTree Rocky Mount - Tesla Supercharger,651 N. Winstead Avenue,Rocky Mount,NC,27804,,,8,Tesla,TESLA,public,Unknown,
Mad Boar Restaurant - Tesla Supercharger,111 River Village Place,Wallace,NC,28466,,,8,Tesla,TESLA,public,Unknown,
Mayfaire Town Center - Tesla Supercharger,6835 Conservation Way,Wilmington,NC,28405,,,10,Tesla,TESLA,public,Unknown,
Nebraska Barn and Grill - Tesla Supercharger,318 Platte River Road,Gothenburg,NE,69138,,,8,Tesla,TESLA,public,Unknown,
Bosselman Travel Center - Tesla Supercharger,3335 West Wood River Road,Grand Island,NE,68803,,,8,Tesla,TESLA,public,Unknown,
Lincoln #3 Hy-Vee - Tesla Supercharger,5020 N 27th Street,Lincoln,NE,68521,,,8,Tesla,TESLA,public,Unknown,
Lonesome Dove Lodge and Cabins - Tesla Supercharger,501 Stagecoach Trail,Ogallala,NE,69153,,,8,Tesla,TESLA,public,Unknown,
Best Western Plus Sidney Lodge - Tesla Supercharger,645 Cabela Drive,Sidney,NE,69162,,,8,Tesla,TESLA,public,Unknown,
Hooksett Travel Plaza - Tesla Supercharger,Hooksett Travel Plaza Northbound I-93,Hooksett,NH,3106,,,10,Tesla,TESLA,public,Unknown,
Hooksett Travel Plaza - Tesla Supercharger,Hooksett Travel Plaza Southbound I-93,Hooksett,NH,3106,,,12,Tesla,TESLA,public,Unknown,
Riverwalk at Loon Mountain - Tesla Supercharger,22 South Mountain,Lincoln,NH,3251,,,6,Tesla,TESLA,public,Unknown,
Seabrook Commons - Tesla Supercharger,700 Lafayette Road,Seabrook,NH,3874,,,8,Tesla,TESLA,public,Unknown,
Valley Square Shopping Center - Tesla Supercharger,285 N. Plainfield Road,West Lebanon,NH,3784,,,16,Tesla,TESLA,public,Unknown,
Molly Pitcher Service Area - Tesla Supercharger,Mile Marker 71.7 New Jersey Turnpike,Cranbury,NJ,8512,,,8,Tesla,TESLA,public,Unknown,
Joyce Kilmer Service Area - Tesla Supercharger,Mile Marker 78 New Jersey Turnpike North,East Brunswick,NJ,8816,,,8,Tesla,TESLA,public,Unknown,
Menlo Park Mall - Tesla Supercharger,55 Parsonage Rd.,Edison,NJ,8837,,,16,Tesla,TESLA,public,Unknown,
JR's Fresh Market - Tesla Supercharger,3121 Fire Road,Egg Harbor Township,NJ,8234,,,8,Tesla,TESLA,public,Unknown,
Hamilton Marketplace - Tesla Supercharger,425 Market Place Blvd,Hamilton Township,NJ,8691,,,6,Tesla,TESLA,public,Unknown,
The Oakman - Tesla Supercharger,160 First Street,Jersey City,NJ,7302,,,6,Tesla,TESLA,public,Unknown,
MainStreetNB - Tesla Supercharger,191 Grand Avenue,North Brunswick,NJ,8902,,,10,Tesla,TESLA,public,Unknown,
Tesla Service Center Paramus - Tesla Supercharger,530 Route 17 N,Paramus,NJ,7652,,,8,Tesla,TESLA,public,Unknown,
Jersey Shore Premium Outlets - Tesla Supercharger,1 Premium Outlets Blvd,Tinton Falls,NJ,7753,,,8,Tesla,TESLA,public,Unknown,
Newport Centre - Tesla Supercharger,30 Mall Drive West,Jersey City,NJ,7310,,,20,Tesla,TESLA,public,Unknown,
Wawa - Tesla Supercharger,440 King Georges Road,Woodbridge,NJ,8857,,,16,Tesla,TESLA,public,Unknown,
Applebee's - Tesla Supercharger,2600 Menaul Blvd NE,Albuquerque,NM,87107,,,6,Tesla,TESLA,public,Unknown,
Marriott TownePlace Suites Farmington - Tesla Supercharger,4200 Sierra Vista Drive,Farmington,NM,87402,,,4,Tesla,TESLA,public,Unknown,
Hampton Inn Gallup - Tesla Supercharger,111 Twin Buttes Rd,Gallup,NM,87301,,,8,Tesla,TESLA,public,Unknown,
Comfort Inn - Tesla Supercharger,2500 N. Grand Ave.,Las Vegas,NM,87701,,,6,Tesla,TESLA,public,Unknown,
Fashion Outlets of Santa Fe - Tesla Supercharger,8380 Cerrillos Rd,Santa Fe,NM,87507,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Express Santa Rosa - Tesla Supercharger,2516 Historic Route 66,Santa Rosa,NM,88435,,,6,Tesla,TESLA,public,Unknown,
Holiday Inn Express & Suites Truth or Consequences - Tesla Supercharger,2201 F.G. Amin Street,Truth or Consequences,NM,87901,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Express & Suites Tucumcari - Tesla Supercharger,2624 S Adams St.,Tucumcari,NM,88401,,,6,Tesla,TESLA,public,Unknown,
