station_name,street_address,city,state,zip,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_network,ev_connector_types,access_code,access_detail_code,facility_type
Stagecoach Hotel and Casino - Tesla Supercharger,900 Hwy 95 N,Beatty,NV,89003,,,8,Tesla,TESLA,public,Unknown,
Elko Junction Shopping Center - Tesla Supercharger,2755 Mountain City Highway,Elko,NV,89801,,,6,Tesla,TESLA,public,Unknown,
Golden Gate Petroleum - Tesla Supercharger,705 Hwy 362,Hawthorne,NV,89415,,,8,Tesla,TESLA,public,Unknown,
Railroad Pass Hotel and Casino Travel Center - Tesla Supercharger,2800 S Boulder Hwy,Henderson,NV,89002,,,12,Tesla,TESLA,public,Unknown,
Town Square Las Vegas - Tesla Supercharger,6509 S Las Vegas Blvd.,Las Vegas,NV,89119,,,10,Tesla,TESLA,public,Unknown,
"Las Vegas, NV - Bridger Avenue - Tesla Supercharger",701 Bridger Ave,Las Vegas,NV,89101,,,6,Tesla,TESLA,public,Unknown,
Chevron Station - Tesla Supercharger,150 Main St.,Lovelock,NV,89419,,,4,Tesla,TESLA,public,Unknown,
Primm Valley Resort & Casino - Tesla Supercharger,31900 Las Vegas Blvd S,Primm,NV,89019,,,42,Tesla,TESLA,public,Unknown,
The Atlantis Casino Resort Spa - Tesla Supercharger,3800 S Virginia St.,Reno,NV,89502,,,6,Tesla,TESLA,public,Unknown,
Pocket Park - Tesla Supercharger,171 Main St.,Tonopah,NV,89049,,,8,Tesla,TESLA,public,Unknown,
Peppermill Hotel & Casino - Tesla Supercharger,810 W Wendover Blvd.,West Wendover,NV,89883,,,6,Tesla,TESLA,public,Unknown,
Pete's Gambling Hall - Tesla Supercharger,1985 W Winnemucca Blvd.,Winnemucca,NV,89445,,,8,Tesla,TESLA,public,Unknown,
Colonie Center - Tesla Supercharger,131 Colonie Center,Albany,NY,12205,,,6,Tesla,TESLA,public,Unknown,
The Spot Restaurant - Tesla Supercharger,1062 Front Street,Binghamton,NY,13905,,,8,Tesla,TESLA,public,Unknown,
North 12 Parking (at the William Vale) - Tesla Supercharger,113 N. 12th Street,Brooklyn,NY,11249,,,4,Tesla,TESLA,public,Unknown,
Shops at Main / Transit - Tesla Supercharger,4455 Transit Road,Buffalo,NY,14221,,,8,Tesla,TESLA,public,Unknown,
Stewart’s Shop - Tesla Supercharger,2300 Salt Point Turnpike,Clinton Corners,NY,12514,,,8,Tesla,TESLA,public,Unknown,CONVENIENCE_STORE
Crossgates Mall - Tesla Supercharger,1 Crossgates Mall Road,Guilderland,NY,12203,,,20,Tesla,TESLA,public,Unknown,
QuickChek - Tesla Supercharger,640 Washington Ave.,Kingston,NY,12401,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn - Tesla Supercharger,441 Electronics Parkway,Liverpool,NY,13088,,,8,Tesla,TESLA,public,Unknown,
New Roc Garage - Tesla Supercharger,33 LeCount Place and Huguenot Street,New Rochelle,NY,10801,,,8,Tesla,TESLA,public,Unknown,
Mott Street Parking - Tesla Supercharger,106 Mott Street,New York,NY,10013,,,2,Tesla,TESLA,public,Unknown,
W 75th Parking Garage - Tesla Supercharger,201 W 75th Street,New York,NY,10023,,,4,Tesla,TESLA,public,Unknown,
E 47th Street - Tesla Supercharger,212 East 47th Street,New York,NY,10017,,,4,Tesla,TESLA,public,Unknown,
125 Victory Hwy - Tesla Supercharger,125 Victory Hwy,Painted Post,NY,14870,,,10,Tesla,TESLA,public,Unknown,
Country Pointe Plainview - Tesla Supercharger,1427 Old Country Road,Plainview,NY,11803,,,8,Tesla,TESLA,public,Unknown,
Champlain Centre - Tesla Supercharger,60 Smithfield Blvd.,Plattsburgh,NY,12901,,,8,Tesla,TESLA,public,Unknown,
JFK Airport Travel Plaza - Tesla Supercharger,150th Ave & 147th St,Queens,NY,11430,,,12,Tesla,TESLA,public,Unknown,
Aviation Mall - Tesla Supercharger,578 Aviation Road,Queensbury,NY,12804,,,8,Tesla,TESLA,public,Unknown,
Cafe Crust - Tesla Supercharger,850 County Road 39,Southampton,NY,11968,,,8,Tesla,TESLA,public,Unknown,
Green Acres Commons - Tesla Supercharger,"2034 Green Acres Mall, Sunrise Highway",Valley Stream,NY,11581,,,16,Tesla,TESLA,public,Unknown,
Sheraton Tarrytown Hotel - Tesla Supercharger,600 White Plains Road,Tarrytown,NY,10591,,,12,Tesla,TESLA,public,Unknown,
North Utica Shopping Center - Tesla Supercharger,50 Auert Ave.,Utica,NY,13502,,,8,Tesla,TESLA,public,Unknown,
Eastview Mall - Tesla Supercharger,7979 Pittsford Victor Rd,Victor,NY,14564,,,8,Tesla,TESLA,public,Unknown,
del Lago Resort and Casino - Tesla Supercharger,1133 Route 414,Waterloo,NY,13165,,,8,Tesla,TESLA,public,Unknown,
Salmon Run Mall - Tesla Supercharger,21182 Salmon Run Mall Loop W,Watertown,NY,13601,,,8,Tesla,TESLA,public,Unknown,
Westchester's Ridge Hill - Tesla Supercharger,Archer Street,Yonkers,NY,10701,,,18,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,2101 Southgate Parkway,Cambridge,OH,43725,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,6550 Harrison Avenue,Cincinnati,OH,45247,,,12,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,9200 N Main Street,Dayton,OH,45415,,,8,Tesla,TESLA,public,Unknown,
Derby Square Shopping Center - Tesla Supercharger,2221 Stringtown Rd,Grove City,OH,43123,,,8,Tesla,TESLA,public,Unknown,
Hampton Inn - Tesla Supercharger,1933 Roschman Ave.,Lima,OH,45804,,,8,Tesla,TESLA,public,Unknown,
Macedonia Commons - Tesla Supercharger,8210 Macedonia Commons Blvd.,Macedonia,OH,44056,,,6,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,1385 Conant Street,Maumee,OH,43537,,,8,Tesla,TESLA,public,Unknown,
Bonecutter Hollow - Tesla Supercharger,6200 State Route 95,Mt. Gilead,OH,43338,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,4702 Milan Road,Sandusky,OH,44870,,,10,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,5295 Detroit Road,Sheffield,OH,44054,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,9037 Pearl Road,Strongsville,OH,44136,,,8,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,1500 E. Alexis Road,Toledo,OH,43612,,,10,Tesla,TESLA,public,Unknown,
Interurban Classic Grill - Tesla Supercharger,322 Holiday Drive,Ardmore,OK,73401,,,8,Tesla,TESLA,public,Unknown,
Hard Rock Hotel & Casino Tulsa - Tesla Supercharger,777 W. Cherokee St.,Catoosa,OK,74015,,,8,Tesla,TESLA,public,Unknown,
Mobil 38 - Tesla Supercharger,2812 Fir Street,Perry,OK,73077,,,6,Tesla,TESLA,public,Unknown,
Lucille's Road House - Tesla Supercharger,1301 N Airport Rd,Weatherford,OK,73096,,,6,Tesla,TESLA,public,Unknown,
Best Western Sunridge Inn - Tesla Supercharger,1 Sunridge Lane,Baker City,OR,97814,,,8,Tesla,TESLA,public,Unknown,
Fred Meyer Bend - Tesla Supercharger,61535 S Highway 97,Bend,OR,97702,,,8,Tesla,TESLA,public,Unknown,
Detroit Lake - Tesla Supercharger,210 D Street,Detroit,OR,97342,,,6,Tesla,TESLA,public,Unknown,
Black Bear Diner Grants Pass - Tesla Supercharger,1900 NW 6th St.,Grants Pass,OR,97526,,,8,Tesla,TESLA,public,Unknown,
Fred Meyer Klamath Falls - Tesla Supercharger,2655 Shasta Way,Klamath Falls,OR,97603,,,8,Tesla,TESLA,public,Unknown,
Lincoln City Outlets - Tesla Supercharger,1500 SE East Devils Lake Rd.,Lincoln City,OR,97367,,,8,Tesla,TESLA,public,Unknown,
Wildhorse Resort and Casino - Tesla Supercharger,46510 Wildhorse Blvd.,Pendleton,OR,97801,,,8,Tesla,TESLA,public,Unknown,
Fred Meyer - Tesla Supercharger,16625 SE 362nd Dr.,Sandy,OR,97055,,,8,Tesla,TESLA,public,Unknown,
Seaside Factory Outlet Center - Tesla Supercharger,1111 N Roosevelt Dr.,Seaside,OR,97138,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Eugene - Springfield - Tesla Supercharger,919 Kruse Way,Springfield,OR,97477,,,14,Tesla,TESLA,public,Unknown,
Elmer's Restaurant - Tesla Supercharger,255 N Arney Rd,Woodburn,OR,97071,,,12,Tesla,TESLA,public,Unknown,
Tilghman Square Shopping Center - Tesla Supercharger,4680 Broadway,Allentown,PA,18104,,,16,Tesla,TESLA,public,Unknown,
Weis Markets - Tesla Supercharger,170 Buckaroo Ln,Bellefonte,PA,16823,,,8,Tesla,TESLA,public,Unknown,
Ruby Tuesday - Tesla Supercharger,11 Ricky Ave.,Bloomsburg,PA,17815,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,16417 Lincoln Highway,Breezewood,PA,15533,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,1720 Harrisburg Pike,Carlisle,PA,17015,,,8,Tesla,TESLA,public,Unknown,
Residence Inn Cranberry Township - Tesla Supercharger,1308 Freedom Road,Cranberry,PA,16066,,,6,Tesla,TESLA,public,Unknown,
Hilton Garden Inn Erie - Tesla Supercharger,2225 Down Drive,Erie,PA,16509,,,8,Tesla,TESLA,public,Unknown,
"Sheetz, Inc. - Tesla Supercharger",1867 Rich Highway,Falls Creek,PA,15840,,,8,Tesla,TESLA,public,Unknown,
Union Square Shopping Centre - Tesla Supercharger,3819 Union Deposit Rd,Harrisburg,PA,17109,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,2381 S. HERMITAGE ROAD,Hermitage,PA,16148,,,8,Tesla,TESLA,public,Unknown,
Shoppes at Montage - Tesla Supercharger,1035 Shoppes Blvd.,Moosic,PA,18507,,,8,Tesla,TESLA,public,Unknown,
Wendy's - Tesla Supercharger,1030 North Center Avenue,Somerset,PA,15501,,,6,Tesla,TESLA,public,Unknown,
The Crossings Premium Outlets - Tesla Supercharger,1000 Premium Outlets Dr,Tannersville,PA,18372,,,8,Tesla,TESLA,public,Unknown,
East Greenwich Square - Tesla Supercharger,1000 Division Street,East Greenwich,RI,2818,,,8,Tesla,TESLA,public,Unknown,
Hilton Garden Inn Columbia Northeast - Tesla Supercharger,8910 Farrow Road,Columbia,SC,29203,,,8,Tesla,TESLA,public,Unknown,
Magnolia Mall - Tesla Supercharger,2701 David H McLeod Blvd,Florence,SC,29501,,,18,Tesla,TESLA,public,Unknown,
Hilton Garden Inn Greenville - Tesla Supercharger,108 Carolina Point,Greenville,SC,29607,,,8,Tesla,TESLA,public,Unknown,
Coastal Grand Mall - Tesla Supercharger,2000 Coastal Grand Circle,Myrtle Beach,SC,29577,,,10,Tesla,TESLA,public,Unknown,
Clark's Inn and Restaurant - Tesla Supercharger,114 Bradford Blvd,Santee,SC,29142,,,8,Tesla,TESLA,public,Unknown,
Lynn's Dakotamart - Tesla Supercharger,800 Mount Rushmore Road,Custer,SD,57730,,,8,Tesla,TESLA,public,Unknown,
County Fair Plaza - Tesla Supercharger,1305 W. Havens Street,Mitchell,SD,57301,,,6,Tesla,TESLA,public,Unknown,STANDALONE_STATION
Range Country Lodging - Tesla Supercharger,302 W 5th St.,Murdo,SD,57559,,,4,Tesla,TESLA,public,Unknown,
Al's Oasis - Tesla Supercharger,1000 E Dakota Highway 16,Oacoma,SD,57365,,,8,Tesla,TESLA,public,Unknown,
Rushmore Mall - Tesla Supercharger,2200 N. Maple Ave.,Rapid City,SD,57701,,,4,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,1900 South Marion Rd,Sioux Falls,SD,57106,,,8,Tesla,TESLA,public,Unknown,
Phillips 66 Exit 8 - Tesla Supercharger,3275 Old Belle Rd,Spearfish,SD,57783,,,6,Tesla,TESLA,public,Unknown,
The Pinnacle - Tesla Supercharger,416 Pinnacle Parkway,Bristol,TN,37620,,,8,Tesla,TESLA,public,Unknown,
Chattanooga Airport (CHA) - Tesla Supercharger,1001 Airport Road,Chattanooga,TN,37421,,,6,Tesla,TESLA,public,Unknown,
Jackson Plaza - Tesla Supercharger,377 West Jackson Street,Cookeville,TN,38501,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Express & Suites - Tesla Supercharger,100 Barzani Blvd,Dickson,TN,37055,,,8,Tesla,TESLA,public,Unknown,
Casey Jones Village - Tesla Supercharger,56 Casey Jones Lane,Jackson,TN,38305,,,8,Tesla,TESLA,public,Unknown,
Pavilion of Turkey Creek - Tesla Supercharger,10936 Parkside Dr,Knoxville,TN,37934,,,8,Tesla,TESLA,public,Unknown,
Dunkin Donuts - Tesla Supercharger,2224 Hillsboro Blvd.,Manchester,TN,37355,,,10,Tesla,TESLA,public,Unknown,
Park Place Centre - Tesla Supercharger,6073 Park Avenue,Memphis,TN,38119,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Amarillo West Medical Center - Tesla Supercharger,8231 West Amarillo Blvd.,Amarillo,TX,79124,,,8,Tesla,TESLA,public,Unknown,
City of Arlington Convention Center - Tesla Supercharger,1200 Ballpark Way,Arlington,TX,76011,,,10,Tesla,TESLA,public,Unknown,
The Linc - Tesla Supercharger,6406 N. Interstate 35 Frontage Road,Austin,TX,78752,,,8,Tesla,TESLA,public,Unknown,
Collin Street Bakery - Tesla Supercharger,701 N I-35,Bellmead,TX,76705,,,22,Tesla,TESLA,public,Unknown,
Holiday Inn - Houston East - Tesla Supercharger,16311 East Fwy.,Channelview,TX,77530,,,8,Tesla,TESLA,public,Unknown,
Pak-A-Sak Convenience Store - Tesla Supercharger,1300 Ave F NW,Childress,TX,79201,,,8,Tesla,TESLA,public,Unknown,
Atrium Inn & Suites - Tesla Supercharger,2535 Texas 71,Columbus,TX,78934,,,6,Tesla,TESLA,public,Unknown,
Collin Street Bakery - Tesla Supercharger,2035 Interstate 45 Frontage Road,Corsicana,TX,75110,,,10,Tesla,TESLA,public,Unknown,
The Hill Shopping Center - Tesla Supercharger,9740 North Central Expressway,Dallas,TX,75231,,,11,Tesla,TESLA,public,Unknown,
Rayzor Ranch Marketplace - Tesla Supercharger,2700 West University Drive,Denton,TX,76201,,,6,Tesla,TESLA,public,Unknown,GROCERY
Rudy's Country Store and BBQ - Tesla Supercharger,6401 South Desert Boulevard,El Paso,TX,79932,,,8,Tesla,TESLA,public,Unknown,
Amigos Country Corner and Travel Center - Tesla Supercharger,1415 FM 609,Flatonia,TX,78941,,,8,Tesla,TESLA,public,Unknown,
Tesla Service Center Houston - Tesla Supercharger,14820 North Freeway,Houston,TX,77090,,,6,Tesla,TESLA,public,Unknown,
Holiday Inn Express & Suites - Tesla Supercharger,148 Interstate 45,Huntsville,TX,77340,,,6,Tesla,TESLA,public,Unknown,
Love's Travel Stop - Tesla Supercharger,1021 Dale Evans Drive,Italy,TX,76651,,,10,Tesla,TESLA,public,Unknown,
Rowe Chevron - Tesla Supercharger,2415 N Main Street,Junction,TX,76849,,,8,Tesla,TESLA,public,Unknown,
Embassy Suites by Hilton - Tesla Supercharger,110 Calle Del Norte Drive,Laredo,TX,78041,,,8,Tesla,TESLA,public,Unknown,
Collin Street Bakery - Tesla Supercharger,17044 I-20,Lindale,TX,75771,,,8,Tesla,TESLA,public,Unknown,
Embassy Suites by Hilton McAllen Convention Center - Tesla Supercharger,800 Convention Center Blvd.,McAllen,TX,78501,,,8,Tesla,TESLA,public,Unknown,
Love's Travel Stop - Tesla Supercharger,3001 Antelope Trail,Midland,TX,79706,,,8,Tesla,TESLA,public,Unknown,
Gateway Travel Plaza - Tesla Supercharger,2615 NW Stallings Dr,Nacogdoches,TX,75964,,,8,Tesla,TESLA,public,Unknown,
Ozona Quality Inn - Tesla Supercharger,1307 Ave. A,Ozona,TX,76943,,,6,Tesla,TESLA,public,Unknown,
The Shops at Legacy - Tesla Supercharger,7161 Bishop Road,Plano,TX,75024,,,12,Tesla,TESLA,public,Unknown,
San Marcos Premium Outlets - Tesla Supercharger,3939 Interstate 35,San Marcos,TX,78666,,,12,Tesla,TESLA,public,Unknown,
U-Drop Inn - Tesla Supercharger,107 East 12th Street,Shamrock,TX,79079,,,6,Tesla,TESLA,public,Unknown,
Southlake Town Square - Tesla Supercharger,261 North Carroll Avenue,Southlake,TX,76092,,,10,Tesla,TESLA,public,Unknown,
City of Sulphur Springs Police Department - Tesla Supercharger,300 W Tomlinson Street,Sulphur Springs,TX,75482,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Express & Suites Sweetwater - Tesla Supercharger,300 SE Georgia Ave.,Sweetwater,TX,79556,,,8,Tesla,TESLA,public,Unknown,
Olive Garden - Tesla Supercharger,3101 Mall Drive,Texarkana,TX,75503,,,8,Tesla,TESLA,public,Unknown,
Love's Travel Center - Tesla Supercharger,2645 S. Hwy 37,Three Rivers,TX,78071,,,8,Tesla,TESLA,public,Unknown,
La Quinta Inn and Suites - Tesla Supercharger,3107 S Laurent St.,Victoria,TX,77901,,,6,Tesla,TESLA,public,Unknown,
Beaver Valley Chevron - Tesla Supercharger,Littlefield Interchange,Beaver,UT,84713,,,8,Tesla,TESLA,public,Unknown,
City of Blanding Visitor Center - Tesla Supercharger,12 N Grayson Parkway,Blanding,UT,84511,,,4,Tesla,TESLA,public,Unknown,
Best Western Plus Canyonlands Moab - Tesla Supercharger,16 South Main Street,Moab,UT,84532,,,4,Tesla,TESLA,public,Unknown,
JC Mickelson's - Tesla Supercharger,2100 S Main Street,Nephi,UT,84648,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Express - Tesla Supercharger,925 Westwood Blvd.,Price,UT,84501,,,8,Tesla,TESLA,public,Unknown,
Holiday Inn Express Richfield - Tesla Supercharger,20 W 1400 N,Richfield,UT,84701,,,4,Tesla,TESLA,public,Unknown,
Sunset Corner Shopping Center - Tesla Supercharger,1091 N Bluff St,St. George,UT,84770,,,8,Tesla,TESLA,public,Unknown,
Comfort Inn & Suites - Tesla Supercharger,1568 East Saddleback Blvd.,Tooele,UT,84074,,,6,Tesla,TESLA,public,Unknown,
Hampton Inn - Tesla Supercharger,2145 W Main Street,Tremonton,UT,84337,,,10,Tesla,TESLA,public,Unknown,
The Shops at Stonefield - Tesla Supercharger,2100 Hydraulic Road,Charlottesville,VA,22901,,,8,Tesla,TESLA,public,Unknown,
Wawa - Tesla Supercharger,11701 Jefferson Davis Highway,Chester,VA,23831,,,8,Tesla,TESLA,public,Unknown,
Wawa - Tesla Supercharger,10060 Jefferson Davis Highway,Fredericksburg,VA,22407,,,8,Tesla,TESLA,public,Unknown,
Creeks at Virginia Center - Tesla Supercharger,9950 Brook Rd,Glen Allen,VA,23059,,,20,Tesla,TESLA,public,Unknown,
Holiday Inn Express Lexington - Tesla Supercharger,880 N Lee Hwy,Lexington,VA,24450,,,6,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,227 Conicville Rd,Mt. Jackson,VA,22842,,,8,Tesla,TESLA,public,Unknown,
JANAF Shopping Yard - Tesla Supercharger,5900 E Virginia Beach Blvd,Norfolk,VA,23502,,,6,Tesla,TESLA,public,Unknown,
White Oak Village - Tesla Supercharger,4441 S Laburnum Ave,Richmond,VA,23231,,,18,Tesla,TESLA,public,Unknown,
Kahill's Restaurant - Tesla Supercharger,1791 North Mecklenburg Avenue,South Hill,VA,23950,,,6,Tesla,TESLA,public,Unknown,
Springfield Town Center - Tesla Supercharger,6500 Springfield Mall,Springfield,VA,22150,,,18,Tesla,TESLA,public,Unknown,
Strasburg Denny's - Tesla Supercharger,119 Hite Lane,Strasburg,VA,22657,,,6,Tesla,TESLA,public,Unknown,
Potomac Mills - Tesla Supercharger,2700 Potomac Mills Circle,Woodbridge,VA,22192,,,10,Tesla,TESLA,public,Unknown,
Holiday Inn Express & Suites Wytheville - Tesla Supercharger,165 Malin Drive,Wytheville,VA,24382,,,6,Tesla,TESLA,public,Unknown,
Maplewood Convenience Store/Comfort Inn - Tesla Supercharger,213 Payne Turnpike,Berlin,VT,5602,,,8,Tesla,TESLA,public,Unknown,
Price Chopper Plaza - Tesla Supercharger,499 Canal Street,Brattleboro,VT,5301,,,16,Tesla,TESLA,public,Unknown,
Healthy Living - Tesla Supercharger,222 Dorset Street,South Burlington,VT,5403,,,8,Tesla,TESLA,public,Unknown,
"Aberdeen, WA - Tesla Supercharger",416 Wishkah Street,Aberdeen,WA,98520,,,8,Tesla,TESLA,public,Unknown,
Angel of the Winds Casino - Tesla Supercharger,3438 Stoluckquamish Lane,Arlington,WA,98223,,,16,Tesla,TESLA,public,Unknown,OTHER_ENTERTAINMENT
Fairfield Inn & Suites Burlington - Tesla Supercharger,9384 Old Highway 99 North,Burlington,WA,98233,,,10,Tesla,TESLA,public,Unknown,
Centralia Outlets - Tesla Supercharger,1200 Lum Rd,Centralia,WA,98531,,,20,Tesla,TESLA,public,Unknown,
Holiday Inn Express - Tesla Supercharger,1620 Canyon Rd,Ellensburg,WA,98926,,,5,Tesla,TESLA,public,Unknown,
Fred Meyer - Tesla Supercharger,2811 West 10th Ave.,Kennewick,WA,99336,,,8,Tesla,TESLA,public,Unknown,
Fred Meyer - Tesla Supercharger,2902 164th Street SW,Lynnwood,WA,98087,,,10,Tesla,TESLA,public,Unknown,
Best Western Plus Bronco Inn - Tesla Supercharger,105 W Galbreath Way,Ritzville,WA,99169,,,4,Tesla,TESLA,public,Unknown,
Holiday Inn Express & Suites - Tesla Supercharger,1441 E Washington Street,Sequim,WA,98382,,,8,Tesla,TESLA,public,Unknown,
Fred Meyer Salmon Creek - Tesla Supercharger,800 NE Tenney Road,Vancouver,WA,98685,,,12,Tesla,TESLA,public,Unknown,
Shoppes at Oakwood - Tesla Supercharger,4601 Keystone Crossing,Eau Claire,WI,54701,,,6,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,2015 Shawano Avenue,Howard,WI,54303,,,8,Tesla,TESLA,public,Unknown,
Hy-Vee - Tesla Supercharger,3801 E. Washington Ave.,Madison,WI,53704,,,8,Tesla,TESLA,public,Unknown,
East Towne Mall - Tesla Supercharger,89 East Towne Mall,Madison,WI,53704,,,3,Tesla,TESLA,public,Unknown,
Culver's of Mauston - Tesla Supercharger,640 McEvoy St.,Mauston,WI,53948,,,6,Tesla,TESLA,public,Unknown,
Meijer - Tesla Supercharger,171 West Town Square Way,Oak Creek,WI,53154,,,10,Tesla,TESLA,public,Unknown,
Midwest Prairie Business Center - Tesla Supercharger,2845 Midwest Dr,Onalaska,WI,54650,,,6,Tesla,TESLA,public,Unknown,
Pleasant Prairie Premium Outlets - Tesla Supercharger,11211 120th Ave,Pleasant Prairie,WI,53158,,,8,Tesla,TESLA,public,Unknown,
Festival Foods - Tesla Supercharger,595 S Taylor Drive,Sheboygan,WI,53081,,,8,Tesla,TESLA,public,Unknown,
The Hilton Garden Inn - Tesla Supercharger,2101 North Mountain Rd,Wausau,WI,54401,,,8,Tesla,TESLA,public,Unknown,
Courtyard by Marriott - Tesla Supercharger,2 Kanawha Boulevard E.,Charleston,WV,25301,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,432 18th Street West,Huntington,WV,25704,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,1465 Edwin Miller Blvd,Martinsburg,WV,25401,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,21 Asturias Lane,Morgantown,WV,26508,,,8,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,5481 Robert C. Byrd Drive,Mt. Hope,WV,25880,,,8,Tesla,TESLA,public,Unknown,
Hampton Inn & Suites Wheeling- The Highlands - Tesla Supercharger,35 Bob Wise Drive,Triadelphia,WV,26059,,,4,Tesla,TESLA,public,Unknown,
Sheetz - Tesla Supercharger,39 Berlin Rd,Weston,WV,26452,,,8,Tesla,TESLA,public,Unknown,
Frontier Mall - Tesla Supercharger,1400 Dell Range Blvd.,Cheyenne,WY,82009,,,4,Tesla,TESLA,public,Unknown,CAR_DEALER
Hampton Inn - Tesla Supercharger,101 Wasatch Rd,Evanston,WY,82930,,,8,Tesla,TESLA,public,Unknown,
The Hampton Inn Gillette - Tesla Supercharger,211 Decker Court,Gillette,WY,82716,,,4,Tesla,TESLA,public,Unknown,
Fairfield Inn & Suites by Marriott - Tesla Supercharger,1673 Centennial Drive,Laramie,WY,82070,,,8,Tesla,TESLA,public,Unknown,
America's Best Value Inn Covered Wagon Motel - Tesla Supercharger,730 S Main St,Lusk,WY,82225,,,4,Tesla,TESLA,public,Unknown,
